"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"DEN93LA023","ACC","18270","1993-01-23T07:55:00Z","GREELEY","Colorado","United States",,"N3303X","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","POOR IN FLIGHT PLANNING AND DECISION MAKING BY THE FLIGHT INSTRUCTOR IN ALLOWING THE STUDENT TO PROGRESS TO A POINT WHERE A SAFE FLIGHT REGIMEN COULD NOT BE MAINTAINED.  A FACTOR WAS: THE DUAL STUDENTS FAILURE TO MAINTAIN CONTROL OF THE AIRCRAFT.",,"https://data.ntsb.gov/Docket?ProjectID=18270"
"FTW93LA073","ACC","18635","1993-01-22T19:00:00Z","EL DORADO","Arkansas","United States",,"N7676C","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","THE PILOT'S FAILURE TO MAINTAIN CLEARANCE. A FACTOR WAS THE DARK NIGHT.",,"https://data.ntsb.gov/Docket?ProjectID=18635"
"NYC93LA054","ACC","37289","1993-01-22T17:45:00Z","WILLOUGHBY","Ohio","United States",,"N2890A","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","THE PILOT'S FAILURE TO MAINTAIN THE PROPER GLIDE PATH DURING AN INSTRUMENT APPROACH, AND HIS IMPROPER REMEDIAL ACTION, RESULTING IN A COLLISION WITH TREES.",,"https://data.ntsb.gov/Docket?ProjectID=37289"
"LAX93LA100","ACC","27909","1993-01-22T17:30:00Z","FOUNTAIN HILLS","Arizona","United States",,"N8LW","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Fatal","1","0","0","THE PILOT'S INITIATION OF A LOW LEVEL AEROBATIC MANEUVER AT AN ALTITUDE INSUFFICIENT TO ENSURE ADEQUATE TERRAIN CLEARANCE.",,"https://data.ntsb.gov/Docket?ProjectID=27909"
"LAX93LA099","ACC","27908","1993-01-22T13:55:00Z","RAMONA","California","United States",,"N7965G","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","A LOSS OF ENGINE POWER RELATED TO INADEQUATE AND IMPROPER MAINTENANCE PRACTICES CONCERNING THE CARBURETOR.",,"https://data.ntsb.gov/Docket?ProjectID=27908"
"LAX93LA105","ACC","27913","1993-01-22T13:36:00Z","PACOIMA","California","United States",,"N4458S","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE PILOT'S POORLY PLANNED APPROACH, HIS USE OF AN EXCESSIVE AIRSPEED ON FINAL APPROACH AND HIS IMPROPER USE OF THE BRAKES.  A FACTOR IN THE ACCIDENT WAS HIS LIMITED EXPERIENCE IN BOTH MULTI ENGINE AND IN THE ACCIDENT AIRCRAFT.",,"https://data.ntsb.gov/Docket?ProjectID=27913"
"LAX93LA098","ACC","27907","1993-01-21T16:00:00Z","LOST HILLS","California","United States",,"N6654","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE PILOT'S INABILITY TO MAINTAIN DIRECTIONAL CONTROL DURING THE LANDING ROLL OUT DUE TO A BINDING LEFT BRAKE MASTER CYLINDER.",,"https://data.ntsb.gov/Docket?ProjectID=27907"
"LAX93FA097","ACC","27821","1993-01-20T18:05:00Z","TULARE","California","United States",,"N595B","false","Aviation","DirectorBrief","1994-05-04T04:00:00Z","Fatal","2","0","0","THE INSTALLATION OF AN UNAPPROVED WING TIP FUEL TANK SYSTEM; AN INADEQUATE ANNUAL INSPECTION WHICH DID NOT NOTE, OR CORRECT, THE UNAPPROVED FUEL SYSTEM ADDITION; A WING TANK FUEL SELECTOR VALVE INSTALLATION WITHOUT ADEQUATE PLACARDS TO SHOW POSITION OR OPERATION; AND INCORRECT INSTRUCTIONS TO THE PILOTS BY THE OWNER AND MECHANIC ON POSITIONING FUEL SELECTOR VALVES WHICH LED TO INADVERTENT MISPOSITIONING BY THE PILOTS AND SUBSEQUENT FUEL STARVATION. IN ADDITION, THE PILOT AT THE CONTROLS FAILED TO MAINTAIN ADEQUATE AIRSPEED FOLLOWING THE POWER LOSS WHICH RESULTED IN AN INADVERTENT STALL/SPIN. A FACTOR WHICH CONTRIBUTED TO THE LOSS OF CONTROL WAS THE DARK NIGHT LIGHT CONDITION.",,"https://data.ntsb.gov/Docket?ProjectID=27821"
"LAX93FA096","ACC","27820","1993-01-20T09:30:00Z","SUN CITY","California","United States",,"N53908","false","Aviation","DirectorBrief","1994-02-28T05:00:00Z","Fatal","1","0","0","THE PILOT'S DECISION TO INITIATE VFR FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE: THE PILOT'S FAILURE TO OBTAIN A WEATHER BRIEFING, THE ADVERSE WEATHER, AND THE MOUNTAINOUS TERRAIN.",,"https://data.ntsb.gov/Docket?ProjectID=27820"
"SEA93LA055","ACC","42978","1993-01-19T18:10:00Z","MEDICINE BOW","Wyoming","United States",,"N56924","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","Minor","0","0","1","FAILURE OF THE #7 CYLINDER ROCKER ARM. FACTORS CONTRIBUTING TO THE ACCIDENT WERE UNSUITABLE TERRAIN AND DARK NIGHT CONDITIONS.",,"https://data.ntsb.gov/Docket?ProjectID=42978"
"CHI93LA074","ACC","15653","1993-01-19T14:00:00Z","LINEVILLE","Iowa","United States",,"N60SX","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","CARBURETOR ICE AS A RESULT OF THE PILOT-IN-COMMAND'S IMPROPER USE OF CARBURETOR HEAT.",,"https://data.ntsb.gov/Docket?ProjectID=15653"
"FTW93FA072","ACC","18585","1993-01-18T18:29:00Z","DIXIE INN","Louisiana","United States",,"N74DC","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","Fatal","3","0","0","THE PILOT'S FAILURE TO MAINTAIN CONTROL FOR UNDETERMINED REASONS.",,"https://data.ntsb.gov/Docket?ProjectID=18585"
"LAX93LA092","ACC","27905","1993-01-18T12:39:00Z","WATSONVILLE","California","United States",,"N2304P","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Minor","0","0","1","PILOT'S POOR VISUAL LOOK-OUT.  A FACTOR RELATING TO THIS ACCIDENT WAS THAT THE PILOT DIVERTED HIS ATTENTION.",,"https://data.ntsb.gov/Docket?ProjectID=27905"
"ANC93FA027","ACC","5834","1993-01-18T08:50:00Z","TELLER","Alaska","United States",,"N1776G","false","Aviation","DirectorBrief","1994-02-28T05:00:00Z","Fatal","1","0","0","THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN AN ADEQUATE TERRAIN AVOIDANCE ALTITUDE. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE THE DARK NIGHT AND FEATURELESS SNOW COVERED TERRAIN, BOTH WHICH CREATED A 'FEATURELESS TERRAIN ILLUSION' WHICH PROBABLY LED THE PILOT TO VISUALLY OVERESTIMATE HIS ALTITUDE.",,"https://data.ntsb.gov/Docket?ProjectID=5834"
"MIA93FA051","ACC","33175","1993-01-18T08:40:00Z","NICEVILLE","Florida","United States",,"N89968","false","Aviation","DirectorBrief","1993-11-15T05:00:00Z","Serious","0","2","0","A LOSS OF ENGINE POWER FOR UNDETERMINED REASONS OVER TERRAIN THAT WAS NOT SUITABLE FOR THE SUBSEQUENT FORCED LANDING.",,"https://data.ntsb.gov/Docket?ProjectID=33175"
"ATL93LA052","ACC","8724","1993-01-17T17:30:00Z","MEBANE","North Carolina","United States",,"N3523R","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","Serious","0","4","0","THE PILOT'S MISMANAGEMENT OF THE FUEL SUPPLY WHICH RESULTED IN FUEL STARVATION TO THE ENGINE.",,"https://data.ntsb.gov/Docket?ProjectID=8724"
"BFO93LA023","ACC","11896","1993-01-17T16:35:00Z","SCOTIA","New York","United States",,"N6379M","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE STUDENT PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL DURING LANDING.  THE SNOW COVERED RUNWAY WAS A RELATED FACTOR.",,"https://data.ntsb.gov/Docket?ProjectID=11896"
"MIA93LA050","ACC","33217","1993-01-17T15:35:00Z","LANTANA","Florida","United States",,"N117TV","false","Aviation","DirectorBrief","1994-02-18T05:00:00Z","Minor","0","0","1","THE PILOT-IN-COMMAND'S FAILURE TO ASSURE THAT THE HELICOPTER WAS PROPERLY POSITIONED ON THE LANDING PLATFORM.",,"https://data.ntsb.gov/Docket?ProjectID=33217"
"NYC93LA061","ACC","37295","1993-01-17T15:15:00Z","ORANGE","Massachusetts","United States",,"N24908","false","Aviation","DirectorBrief","1993-12-03T05:00:00Z","None","0","0","0","THE PILOT FAILED TO MAINTAIN CONTROL OF THE AIRPLANE RESULTING IN THE AIRPLANE DEPARTING THE RUNWAY AND IMPACTING WITH A SNOW BANK.",,"https://data.ntsb.gov/Docket?ProjectID=37295"
